date,ticker,sector,open,high,low,close,volume
2023-04-08,GAMMAINV,Investment,341.12,344.97,334.11,341.13,3021782
2023-04-09,GAMMAINV,Investment,338.36,346.67,341.08,342.45,4029868
2023-04-10,GAMMAINV,Investment,352.61,356.01,351.33,353.21,1278557
2023-04-11,GAMMAINV,Investment,347.49,348.87,347.98,348.44,4723155
2023-04-12,GAMMAINV,Investment,331.85,336.52,333.88,335.32,116943
2023-04-13,GAMMAINV,Investment,331.21,337.08,328.85,333.99,3779842
2023-04-14,GAMMAINV,Investment,335.46,346.21,332.54,339.6,3167349
2023-04-15,GAMMAINV,Investment,347.45,355.97,344.15,349.68,961458
2023-04-16,GAMMAINV,Investment,339.97,348.97,334.67,343.33,4867190
2023-04-17,GAMMAINV,Investment,345.56,348.4,343.2,346.0,2905028
2023-04-18,GAMMAINV,Investment,341.07,347.32,333.79,343.68,2949752
2023-04-19,GAMMAINV,Investment,338.15,343.64,342.93,343.24,2464062
2023-04-20,GAMMAINV,Investment,354.02,360.41,348.23,356.96,586828
2023-04-21,GAMMAINV,Investment,343.6,349.36,344.27,349.02,2645968
2023-04-22,GAMMAINV,Investment,344.3,356.85,340.39,350.45,2575443
2023-04-23,GAMMAINV,Investment,346.05,357.51,352.44,353.02,4390447
2023-04-24,GAMMAINV,Investment,354.74,365.12,348.89,358.87,1819053
2023-04-25,GAMMAINV,Investment,357.08,362.69,357.3,359.51,1008589
2023-04-26,GAMMAINV,Investment,359.01,365.4,355.24,361.27,3017210
2023-04-27,GAMMAINV,Investment,353.32,359.62,356.84,359.26,4484827
2023-04-28,GAMMAINV,Investment,358.65,361.26,357.74,360.82,3181909
2023-04-29,GAMMAINV,Investment,353.57,366.11,358.56,359.07,4332550
2023-04-30,GAMMAINV,Investment,360.93,367.59,362.47,362.53,4300610
2023-05-01,GAMMAINV,Investment,357.41,363.02,358.03,360.62,2555820
2023-05-02,GAMMAINV,Investment,362.4,368.95,360.37,362.77,431168
2023-05-03,GAMMAINV,Investment,359.79,365.34,362.49,362.72,3634529
2023-05-04,GAMMAINV,Investment,365.9,370.0,368.31,368.96,476112
2023-05-05,GAMMAINV,Investment,362.8,374.4,365.72,368.78,4721932
2023-05-06,GAMMAINV,Investment,355.67,359.59,352.84,359.09,893301
2023-05-07,GAMMAINV,Investment,362.97,368.31,365.53,365.99,2094741
2023-05-08,GAMMAINV,Investment,354.96,368.33,350.97,361.13,1277543
2023-05-09,GAMMAINV,Investment,350.97,360.78,355.77,357.7,3883258
2023-05-10,GAMMAINV,Investment,352.87,359.34,350.8,354.61,1070338
2023-05-11,GAMMAINV,Investment,354.89,365.93,355.65,362.02,3419423
2023-05-12,GAMMAINV,Investment,349.07,353.4,340.18,350.53,2915710
2023-05-13,GAMMAINV,Investment,365.86,368.0,360.41,367.14,260232
2023-05-14,GAMMAINV,Investment,368.5,378.88,367.76,373.06,1537551
2023-05-15,GAMMAINV,Investment,373.93,380.05,370.11,374.43,4480001
2023-05-16,GAMMAINV,Investment,367.15,377.53,365.3,374.23,730225
2023-05-17,GAMMAINV,Investment,373.02,379.23,372.6,375.94,1204118
2023-05-18,GAMMAINV,Investment,376.02,384.39,374.94,379.0,1479413
2023-05-19,GAMMAINV,Investment,381.81,389.0,379.76,382.78,384931
2023-05-20,GAMMAINV,Investment,379.65,390.77,382.41,386.08,3227082
2023-05-21,GAMMAINV,Investment,383.88,388.86,384.39,386.72,2979314
2023-05-22,GAMMAINV,Investment,382.19,391.46,374.64,385.69,2737873
2023-05-23,GAMMAINV,Investment,381.81,385.54,383.03,384.93,2965771
2023-05-24,GAMMAINV,Investment,378.76,386.31,381.66,383.92,2213313
2023-05-25,GAMMAINV,Investment,389.79,391.95,384.74,390.56,852210
2023-05-26,GAMMAINV,Investment,387.29,396.94,386.21,394.16,4284877
2023-05-27,GAMMAINV,Investment,370.45,381.46,376.0,376.89,1208633
2023-05-28,GAMMAINV,Investment,378.61,387.96,373.66,380.71,3740806
2023-05-29,GAMMAINV,Investment,375.66,388.93,380.65,381.94,1008530
2023-05-30,GAMMAINV,Investment,374.44,385.7,378.15,381.95,2256748
2023-05-31,GAMMAINV,Investment,372.8,385.01,368.65,379.84,4233310
2023-06-01,GAMMAINV,Investment,383.58,388.58,384.8,386.35,3614252
2023-06-02,GAMMAINV,Investment,386.82,394.49,386.44,391.96,863612
2023-06-03,GAMMAINV,Investment,382.57,388.27,376.21,387.53,1371192
2023-06-04,GAMMAINV,Investment,387.08,390.46,381.73,390.02,265618
2023-06-05,GAMMAINV,Investment,378.98,387.02,381.73,384.45,205326
2023-06-06,GAMMAINV,Investment,374.39,382.0,372.45,376.61,1061085
2023-06-07,GAMMAINV,Investment,368.68,374.0,367.03,373.18,1336735
2023-06-08,GAMMAINV,Investment,374.15,383.68,373.87,378.12,3328898
2023-06-09,GAMMAINV,Investment,382.02,389.19,373.59,383.64,2684987
2023-06-10,GAMMAINV,Investment,385.48,393.78,378.84,386.71,3886702
2023-06-11,GAMMAINV,Investment,388.12,391.75,385.83,391.03,904769
2023-06-12,GAMMAINV,Investment,392.61,399.43,390.64,394.17,4852711
2023-06-13,GAMMAINV,Investment,390.42,390.52,389.68,390.5,4608543
2023-06-14,GAMMAINV,Investment,391.26,396.17,389.39,393.15,1574583
2023-06-15,GAMMAINV,Investment,397.49,401.3,395.56,397.99,3099785
2023-06-16,GAMMAINV,Investment,398.0,403.31,401.9,402.61,556433
2023-06-17,GAMMAINV,Investment,405.2,417.05,399.19,409.91,316699
2023-06-18,GAMMAINV,Investment,413.47,414.83,406.69,414.39,2636110
2023-06-19,GAMMAINV,Investment,415.14,418.87,410.02,416.7,2216594
2023-06-20,GAMMAINV,Investment,418.18,426.54,411.08,423.51,552615
2023-06-21,GAMMAINV,Investment,421.24,430.48,415.74,423.47,4591753
2023-06-22,GAMMAINV,Investment,410.91,422.84,406.51,417.99,1198152
2023-06-23,GAMMAINV,Investment,414.39,421.52,409.55,417.1,4746311
2023-06-24,GAMMAINV,Investment,412.06,420.07,405.02,412.56,2432765
2023-06-25,GAMMAINV,Investment,403.26,411.31,403.07,408.51,3245948
2023-06-26,GAMMAINV,Investment,400.23,412.98,405.05,407.74,3675239
2023-06-27,GAMMAINV,Investment,402.47,404.83,401.51,403.02,4082026
2023-06-28,GAMMAINV,Investment,393.43,408.54,391.74,401.28,1962080
2023-06-29,GAMMAINV,Investment,389.78,391.19,382.9,390.0,1990221
2023-06-30,GAMMAINV,Investment,390.66,394.32,390.87,391.37,4325311
2023-07-01,GAMMAINV,Investment,383.66,397.8,383.32,391.49,565714
2023-07-02,GAMMAINV,Investment,384.79,392.6,385.4,386.81,631172
2023-07-03,GAMMAINV,Investment,383.19,391.77,384.19,390.75,1785734
2023-07-04,GAMMAINV,Investment,392.61,397.3,395.07,396.36,3534633
2023-07-05,GAMMAINV,Investment,386.52,389.88,385.58,386.92,2971834
2023-07-06,GAMMAINV,Investment,377.99,385.66,376.57,382.61,804506
2023-07-07,GAMMAINV,Investment,374.77,382.94,367.1,378.31,1931700
2023-07-08,GAMMAINV,Investment,369.23,376.52,370.1,373.09,3491898
2023-07-09,GAMMAINV,Investment,371.36,379.9,374.35,377.85,2362173
2023-07-10,GAMMAINV,Investment,375.4,376.93,371.73,376.86,1908905
2023-07-11,GAMMAINV,Investment,368.62,376.46,373.68,375.48,890093
2023-07-12,GAMMAINV,Investment,363.74,368.17,357.72,364.31,2732089
2023-07-13,GAMMAINV,Investment,366.43,371.41,366.88,367.89,2129588
2023-07-14,GAMMAINV,Investment,359.51,365.05,355.65,361.16,1954228
2023-07-15,GAMMAINV,Investment,361.0,366.81,361.05,361.59,1858896
2023-07-16,GAMMAINV,Investment,362.3,367.01,356.45,363.21,4078786
2023-07-17,GAMMAINV,Investment,369.62,372.26,369.94,370.73,4417903
2023-07-18,GAMMAINV,Investment,356.74,366.24,362.46,363.56,3472823
2023-07-19,GAMMAINV,Investment,342.74,347.76,341.45,347.2,2153532
2023-07-20,GAMMAINV,Investment,347.54,352.63,341.32,348.27,4951304
2023-07-21,GAMMAINV,Investment,354.26,358.38,357.27,357.78,2950211
2023-07-22,GAMMAINV,Investment,360.67,365.67,357.38,364.53,2900531
2023-07-23,GAMMAINV,Investment,361.6,368.76,364.53,365.79,2377811
2023-07-24,GAMMAINV,Investment,362.7,368.71,362.07,363.2,2996535
2023-07-25,GAMMAINV,Investment,364.08,373.34,367.58,367.71,3592411
2023-07-26,GAMMAINV,Investment,358.31,365.08,355.57,362.45,402546
2023-07-27,GAMMAINV,Investment,362.19,372.02,357.8,365.15,4298692
2023-07-28,GAMMAINV,Investment,363.97,370.39,358.89,368.02,4965851
2023-07-29,GAMMAINV,Investment,366.96,374.39,373.78,373.99,4942893
2023-07-30,GAMMAINV,Investment,383.82,396.94,384.09,389.58,3687750
2023-07-31,GAMMAINV,Investment,388.3,395.28,382.53,391.99,3930372
2023-08-01,GAMMAINV,Investment,388.58,395.9,380.88,389.11,4845043
2023-08-02,GAMMAINV,Investment,388.9,390.45,388.61,389.08,468037
2023-08-03,GAMMAINV,Investment,371.33,382.62,371.18,378.87,1933889
2023-08-04,GAMMAINV,Investment,372.41,376.23,372.4,375.04,4248863
2023-08-05,GAMMAINV,Investment,366.88,376.76,363.59,372.85,846922
2023-08-06,GAMMAINV,Investment,368.11,376.44,367.22,370.03,1997877
2023-08-07,GAMMAINV,Investment,368.8,374.36,366.84,370.99,1255180
2023-08-08,GAMMAINV,Investment,364.45,369.49,364.8,366.52,806502
2023-08-09,GAMMAINV,Investment,370.58,376.73,364.73,372.8,1395235
2023-08-10,GAMMAINV,Investment,366.97,375.75,372.06,372.91,1703072
2023-08-11,GAMMAINV,Investment,370.74,376.48,362.91,372.97,3606920
2023-08-12,GAMMAINV,Investment,364.93,376.21,370.99,371.25,4312964
2023-08-13,GAMMAINV,Investment,370.84,374.93,364.01,372.22,757487
2023-08-14,GAMMAINV,Investment,371.45,377.7,371.39,376.94,376403
2023-08-15,GAMMAINV,Investment,371.93,379.38,363.38,372.15,3395788
2023-08-16,GAMMAINV,Investment,361.26,374.09,357.59,368.59,2751234
2023-08-17,GAMMAINV,Investment,366.55,367.95,363.65,367.02,2590754
2023-08-18,GAMMAINV,Investment,353.03,366.0,351.09,359.72,3938635
2023-08-19,GAMMAINV,Investment,349.93,357.19,345.2,355.41,565635
2023-08-20,GAMMAINV,Investment,349.74,353.22,349.73,352.97,792761
2023-08-21,GAMMAINV,Investment,351.19,360.52,353.66,357.71,479466
2023-08-22,GAMMAINV,Investment,359.15,365.78,357.09,359.23,843580
2023-08-23,GAMMAINV,Investment,355.2,360.96,354.02,360.38,2501479
2023-08-24,GAMMAINV,Investment,361.5,366.87,357.03,365.09,441853
2023-08-25,GAMMAINV,Investment,357.2,367.76,360.54,364.44,1457130
2023-08-26,GAMMAINV,Investment,361.81,368.66,358.27,366.69,1058637
2023-08-27,GAMMAINV,Investment,360.41,370.85,360.44,366.23,1420424
2023-08-28,GAMMAINV,Investment,360.97,370.43,365.74,367.8,4059649
2023-08-29,GAMMAINV,Investment,362.78,369.82,360.01,364.69,1973670
2023-08-30,GAMMAINV,Investment,351.45,353.58,344.7,351.46,3995535
2023-08-31,GAMMAINV,Investment,350.02,351.2,350.67,350.86,1196388
2023-09-01,GAMMAINV,Investment,352.99,361.94,347.82,358.45,3537696
2023-09-02,GAMMAINV,Investment,361.92,364.71,363.12,363.54,3376927
2023-09-03,GAMMAINV,Investment,366.87,369.89,359.75,368.91,1772403
2023-09-04,GAMMAINV,Investment,373.31,378.45,366.38,375.86,4847752
2023-09-05,GAMMAINV,Investment,370.12,378.27,376.34,376.47,4476686
2023-09-06,GAMMAINV,Investment,370.33,379.17,372.21,377.7,2232582
2023-09-07,GAMMAINV,Investment,372.17,379.33,368.81,374.32,1873516
2023-09-08,GAMMAINV,Investment,366.91,375.29,366.99,372.65,1431759
2023-09-09,GAMMAINV,Investment,374.99,382.86,375.64,376.21,2664170
2023-09-10,GAMMAINV,Investment,377.03,385.18,372.83,383.11,2686514
2023-09-11,GAMMAINV,Investment,381.86,385.77,373.39,382.43,3628037
2023-09-12,GAMMAINV,Investment,378.4,384.12,369.7,379.96,2551119
2023-09-13,GAMMAINV,Investment,375.72,383.6,374.4,380.08,2903814
2023-09-14,GAMMAINV,Investment,379.77,388.2,380.84,383.62,897138
2023-09-15,GAMMAINV,Investment,368.05,382.21,368.63,375.42,1333790
2023-09-16,GAMMAINV,Investment,358.03,368.95,353.21,362.61,3810444
2023-09-17,GAMMAINV,Investment,358.95,364.97,355.33,359.72,1640704
2023-09-18,GAMMAINV,Investment,350.62,359.13,350.8,353.24,518087
2023-09-19,GAMMAINV,Investment,347.68,352.1,342.78,350.66,1245693
2023-09-20,GAMMAINV,Investment,349.93,356.52,340.74,349.98,1476011
2023-09-21,GAMMAINV,Investment,342.18,351.58,338.33,347.71,714507
2023-09-22,GAMMAINV,Investment,348.94,362.36,350.88,355.39,2016179
2023-09-23,GAMMAINV,Investment,353.4,360.85,352.78,357.24,3550917
2023-09-24,GAMMAINV,Investment,355.44,364.2,350.68,358.95,2053364
2023-09-25,GAMMAINV,Investment,356.92,363.35,351.69,362.41,1852657
2023-09-26,GAMMAINV,Investment,352.71,357.2,346.36,356.33,947778
2023-09-27,GAMMAINV,Investment,355.12,363.72,360.33,361.99,4608091
2023-09-28,GAMMAINV,Investment,359.93,368.01,360.54,361.69,4460293
2023-09-29,GAMMAINV,Investment,361.47,370.41,364.59,365.43,729369
2023-09-30,GAMMAINV,Investment,359.64,366.52,359.44,359.67,2135891
2023-10-01,GAMMAINV,Investment,346.44,351.42,346.55,351.39,1855015
2023-10-02,GAMMAINV,Investment,351.75,359.22,350.38,355.81,399063
2023-10-03,GAMMAINV,Investment,357.34,360.9,353.04,357.93,2215056
2023-10-04,GAMMAINV,Investment,349.35,355.77,348.22,353.19,725506
2023-10-05,GAMMAINV,Investment,343.59,353.89,338.37,348.69,2089626
2023-10-06,GAMMAINV,Investment,351.96,356.42,347.99,354.68,3519251
2023-10-07,GAMMAINV,Investment,344.51,352.6,342.47,348.46,1966746
2023-10-08,GAMMAINV,Investment,352.69,360.51,356.26,357.15,2093353
2023-10-09,GAMMAINV,Investment,345.71,357.35,349.67,352.43,2845742
2023-10-10,GAMMAINV,Investment,351.75,356.16,348.43,355.91,3236594
2023-10-11,GAMMAINV,Investment,347.96,357.27,352.64,354.26,502013
2023-10-12,GAMMAINV,Investment,353.4,358.7,356.34,357.58,3012245
2023-10-13,GAMMAINV,Investment,351.82,361.67,347.4,354.77,4067267
2023-10-14,GAMMAINV,Investment,352.76,356.68,346.83,354.01,4951917
2023-10-15,GAMMAINV,Investment,348.03,356.02,348.52,354.33,431778
2023-10-16,GAMMAINV,Investment,348.2,352.94,344.89,349.11,2018544
2023-10-17,GAMMAINV,Investment,348.91,357.73,345.09,353.09,2052105
2023-10-18,GAMMAINV,Investment,345.21,354.51,346.0,350.48,727143
2023-10-19,GAMMAINV,Investment,345.05,353.99,348.65,349.38,3658612
2023-10-20,GAMMAINV,Investment,339.73,346.67,341.88,344.28,848494
2023-10-21,GAMMAINV,Investment,325.18,336.22,328.19,331.15,1317990
2023-10-22,GAMMAINV,Investment,326.47,331.29,327.72,330.3,368625
2023-10-23,GAMMAINV,Investment,337.23,346.33,334.14,342.35,3734404
2023-10-24,GAMMAINV,Investment,345.51,348.25,340.65,346.48,573817
2023-10-25,GAMMAINV,Investment,344.3,348.79,337.29,346.49,1920542
2023-10-26,GAMMAINV,Investment,340.09,345.27,337.15,345.22,4236435
2023-10-27,GAMMAINV,Investment,342.97,345.73,338.1,345.44,4750747
2023-10-28,GAMMAINV,Investment,347.08,349.98,345.52,348.38,181537
2023-10-29,GAMMAINV,Investment,336.75,345.62,334.94,342.32,2364134
2023-10-30,GAMMAINV,Investment,347.05,353.62,338.67,348.14,1409160
2023-10-31,GAMMAINV,Investment,351.93,352.97,351.08,351.98,3869531
2023-11-01,GAMMAINV,Investment,352.33,362.52,352.1,355.88,1754517
2023-11-02,GAMMAINV,Investment,353.85,362.83,352.05,358.33,2456614
2023-11-03,GAMMAINV,Investment,357.3,361.66,350.04,358.54,3571532
2023-11-04,GAMMAINV,Investment,358.04,366.06,352.83,362.27,3488632
2023-11-05,GAMMAINV,Investment,363.54,372.79,358.92,365.59,1386333
2023-11-06,GAMMAINV,Investment,358.4,364.97,357.9,363.76,1274221
2023-11-07,GAMMAINV,Investment,355.17,363.82,353.81,360.74,3978940
2023-11-08,GAMMAINV,Investment,354.77,366.17,357.45,361.4,1998481
2023-11-09,GAMMAINV,Investment,369.61,370.93,364.1,369.9,2280250
2023-11-10,GAMMAINV,Investment,355.93,365.21,353.74,363.14,3604134
2023-11-11,GAMMAINV,Investment,352.65,362.29,346.47,355.25,4597991
2023-11-12,GAMMAINV,Investment,356.18,358.08,355.28,356.24,2601012
2023-11-13,GAMMAINV,Investment,350.29,356.97,353.5,356.62,2193907
2023-11-14,GAMMAINV,Investment,354.23,358.21,347.99,357.65,839119
2023-11-15,GAMMAINV,Investment,355.26,362.42,358.8,359.07,687060
2023-11-16,GAMMAINV,Investment,353.33,360.86,356.59,357.97,1306566
2023-11-17,GAMMAINV,Investment,362.61,369.23,359.28,366.08,1255324
2023-11-18,GAMMAINV,Investment,354.87,363.64,352.85,357.4,157187
2023-11-19,GAMMAINV,Investment,349.67,353.47,347.91,353.07,3429146
2023-11-20,GAMMAINV,Investment,345.63,353.45,347.24,352.62,3533535
2023-11-21,GAMMAINV,Investment,342.81,346.62,335.39,344.04,1478942
2023-11-22,GAMMAINV,Investment,337.46,347.24,334.58,343.23,689814
2023-11-23,GAMMAINV,Investment,346.71,354.03,344.84,351.89,2631862
2023-11-24,GAMMAINV,Investment,348.7,358.82,348.86,352.11,1226178
2023-11-25,GAMMAINV,Investment,351.58,359.48,350.45,353.43,4826047
2023-11-26,GAMMAINV,Investment,341.38,351.5,342.16,346.86,1035130
2023-11-27,GAMMAINV,Investment,343.53,346.82,343.27,343.75,3769276
2023-11-28,GAMMAINV,Investment,338.96,343.47,336.0,341.92,559394
2023-11-29,GAMMAINV,Investment,335.82,342.84,338.56,340.4,1118490
2023-11-30,GAMMAINV,Investment,346.19,348.07,345.19,347.04,3948781
2023-12-01,GAMMAINV,Investment,349.9,351.35,343.68,350.05,2948042
2023-12-02,GAMMAINV,Investment,337.87,350.55,340.74,344.32,4904165
2023-12-03,GAMMAINV,Investment,340.6,349.97,345.14,345.69,2473785
2023-12-04,GAMMAINV,Investment,348.09,353.73,347.94,348.38,4173213
2023-12-05,GAMMAINV,Investment,354.4,357.4,351.12,354.44,4668185
2023-12-06,GAMMAINV,Investment,359.71,369.64,356.13,362.95,2413059
2023-12-07,GAMMAINV,Investment,353.73,361.24,348.47,357.54,4254888
2023-12-08,GAMMAINV,Investment,347.14,354.88,351.84,353.29,4489412
2023-12-09,GAMMAINV,Investment,343.46,347.14,343.19,346.74,1583338
2023-12-10,GAMMAINV,Investment,341.44,351.42,339.05,345.62,2291612
2023-12-11,GAMMAINV,Investment,346.88,351.97,341.75,348.14,1264249
2023-12-12,GAMMAINV,Investment,348.62,359.62,348.89,353.4,2084112
2023-12-13,GAMMAINV,Investment,351.28,357.39,346.52,353.11,4358778
2023-12-14,GAMMAINV,Investment,349.94,352.49,345.09,351.52,3719376
2023-12-15,GAMMAINV,Investment,348.23,358.33,345.73,352.43,804099
2023-12-16,GAMMAINV,Investment,345.32,354.42,337.94,348.12,4398956
2023-12-17,GAMMAINV,Investment,354.79,363.05,351.51,359.13,4838120
2023-12-18,GAMMAINV,Investment,345.17,355.7,348.36,350.58,1322732
2023-12-19,GAMMAINV,Investment,349.28,354.01,349.16,351.66,2152850
2023-12-20,GAMMAINV,Investment,360.94,365.47,358.97,362.44,3904993
2023-12-21,GAMMAINV,Investment,359.29,365.3,359.66,362.58,4647666
2023-12-22,GAMMAINV,Investment,358.65,362.73,361.4,361.66,605706
2023-12-23,GAMMAINV,Investment,355.77,363.03,357.93,359.83,2755464
2023-12-24,GAMMAINV,Investment,358.33,364.42,350.91,358.96,4835392
2023-12-25,GAMMAINV,Investment,360.79,367.99,358.08,366.46,4015494
2023-12-26,GAMMAINV,Investment,349.69,359.21,349.28,354.41,3361758
2023-12-27,GAMMAINV,Investment,358.44,369.53,360.91,362.67,3405302
2023-12-28,GAMMAINV,Investment,352.36,355.1,354.11,355.03,1926827
2023-12-29,GAMMAINV,Investment,347.11,354.16,353.67,353.72,2943729
2023-12-30,GAMMAINV,Investment,347.51,354.1,344.41,351.55,508876
2023-12-31,GAMMAINV,Investment,351.4,359.03,345.01,354.76,4887090
2022-01-01,DELTATECH,FinTech,437.09,440.97,433.97,440.28,482476
2022-01-02,DELTATECH,FinTech,436.58,447.91,440.36,443.46,277942
2022-01-03,DELTATECH,FinTech,451.64,457.35,446.9,457.06,4372010
2022-01-04,DELTATECH,FinTech,443.37,451.44,446.52,447.85,1748635
2022-01-05,DELTATECH,FinTech,442.77,450.33,441.53,449.26,4444679
2022-01-06,DELTATECH,FinTech,442.37,450.57,437.22,444.94,529020
2022-01-07,DELTATECH,FinTech,446.13,448.35,443.96,447.91,3444832
2022-01-08,DELTATECH,FinTech,445.45,450.03,436.22,448.17,3824154
2022-01-09,DELTATECH,FinTech,435.94,446.24,432.37,444.0,3446155
2022-01-10,DELTATECH,FinTech,447.15,449.95,442.3,447.38,2905857
2022-01-11,DELTATECH,FinTech,454.93,464.48,451.69,459.62,544647
2022-01-12,DELTATECH,FinTech,453.64,464.66,449.77,458.44,4887578
2022-01-13,DELTATECH,FinTech,456.25,472.66,457.64,463.53,2871597
2022-01-14,DELTATECH,FinTech,449.52,460.3,447.99,454.68,2756571
2022-01-15,DELTATECH,FinTech,448.27,450.15,446.05,448.29,2279769
2022-01-16,DELTATECH,FinTech,443.73,452.81,444.0,451.6,2296252
2022-01-17,DELTATECH,FinTech,453.39,469.31,456.99,461.79,3144406
2022-01-18,DELTATECH,FinTech,462.36,464.61,457.55,464.39,1753155
2022-01-19,DELTATECH,FinTech,455.16,469.6,458.47,462.35,1637916
2022-01-20,DELTATECH,FinTech,460.11,464.91,460.03,462.49,4556425
2022-01-21,DELTATECH,FinTech,447.09,460.95,443.01,453.95,4867661
2022-01-22,DELTATECH,FinTech,452.92,462.09,449.9,458.2,1466490
2022-01-23,DELTATECH,FinTech,460.43,470.64,461.76,464.4,373993
2022-01-24,DELTATECH,FinTech,454.68,468.5,457.62,461.39,3015806
2022-01-25,DELTATECH,FinTech,452.04,465.92,453.78,458.28,265752
2022-01-26,DELTATECH,FinTech,455.61,465.92,449.22,460.24,1688499
2022-01-27,DELTATECH,FinTech,451.03,465.53,453.4,457.37,3274319
2022-01-28,DELTATECH,FinTech,454.42,460.67,449.05,457.05,4710359
2022-01-29,DELTATECH,FinTech,463.09,477.19,463.92,471.58,1843718
2022-01-30,DELTATECH,FinTech,464.72,474.91,465.27,469.98,2464875
2022-01-31,DELTATECH,FinTech,467.53,469.87,461.22,467.59,2647432
2022-02-01,DELTATECH,FinTech,456.72,463.86,456.1,463.19,3627130
2022-02-02,DELTATECH,FinTech,464.18,476.65,468.21,468.5,1952326
2022-02-03,DELTATECH,FinTech,459.63,474.25,457.36,467.37,1041811
2022-02-04,DELTATECH,FinTech,454.42,470.33,453.05,462.95,1654447
2022-02-05,DELTATECH,FinTech,469.87,477.48,462.37,472.27,4665387
2022-02-06,DELTATECH,FinTech,480.02,484.3,475.89,482.47,2352343
2022-02-07,DELTATECH,FinTech,470.34,482.33,474.46,478.27,1483807
2022-02-08,DELTATECH,FinTech,464.73,472.24,458.82,465.02,3895983
2022-02-09,DELTATECH,FinTech,467.8,479.63,465.14,472.19,4824699
2022-02-10,DELTATECH,FinTech,462.92,470.94,454.74,467.48,1413588
2022-02-11,DELTATECH,FinTech,469.97,477.84,470.95,473.16,1606388
2022-02-12,DELTATECH,FinTech,450.21,465.45,450.56,459.32,1063393
2022-02-13,DELTATECH,FinTech,464.53,473.36,455.76,465.61,969383
2022-02-14,DELTATECH,FinTech,450.49,459.47,451.55,457.29,1719527
2022-02-15,DELTATECH,FinTech,454.2,466.6,452.27,462.44,3838151
2022-02-16,DELTATECH,FinTech,458.05,471.78,461.52,462.68,2821719
2022-02-17,DELTATECH,FinTech,453.4,460.09,450.09,456.2,2668228
2022-02-18,DELTATECH,FinTech,448.86,455.56,441.96,453.55,3367968
2022-02-19,DELTATECH,FinTech,450.69,462.0,449.2,458.35,4228075
2022-02-20,DELTATECH,FinTech,458.64,460.78,447.95,459.22,4317145
2022-02-21,DELTATECH,FinTech,456.17,471.58,454.77,463.38,4860640
2022-02-22,DELTATECH,FinTech,470.01,481.28,470.87,477.26,4414452
2022-02-23,DELTATECH,FinTech,460.65,474.82,462.32,466.2,2139333
2022-02-24,DELTATECH,FinTech,473.99,485.19,465.44,477.65,1673070
2022-02-25,DELTATECH,FinTech,469.61,485.97,470.83,478.54,4592286
2022-02-26,DELTATECH,FinTech,467.99,479.13,467.58,472.24,705404
2022-02-27,DELTATECH,FinTech,460.42,466.2,460.37,462.95,2528039
2022-02-28,DELTATECH,FinTech,456.46,470.53,448.5,461.78,239032
2022-03-01,DELTATECH,FinTech,459.23,477.46,466.81,468.3,1706907
2022-03-02,DELTATECH,FinTech,460.12,470.37,457.26,467.55,1273532
2022-03-03,DELTATECH,FinTech,475.81,486.27,467.57,478.29,3896619
2022-03-04,DELTATECH,FinTech,461.14,474.75,467.84,468.02,3201366
2022-03-05,DELTATECH,FinTech,465.29,470.37,463.85,468.07,3348233
2022-03-06,DELTATECH,FinTech,457.41,460.61,452.81,459.42,1891361
2022-03-07,DELTATECH,FinTech,457.68,470.59,450.08,462.06,2517043
2022-03-08,DELTATECH,FinTech,464.57,477.21,454.91,468.35,1217859
2022-03-09,DELTATECH,FinTech,463.84,471.08,460.02,465.53,4670394
2022-03-10,DELTATECH,FinTech,445.38,456.21,444.35,447.49,4613475
2022-03-11,DELTATECH,FinTech,440.91,449.01,445.29,448.96,3971550
2022-03-12,DELTATECH,FinTech,444.45,457.35,443.68,452.03,1399190
2022-03-13,DELTATECH,FinTech,446.51,457.99,451.31,454.91,4282933
2022-03-14,DELTATECH,FinTech,463.17,465.47,451.52,463.48,4455940
2022-03-15,DELTATECH,FinTech,450.54,458.09,446.52,456.17,1090973
2022-03-16,DELTATECH,FinTech,459.19,468.53,450.81,460.96,2339798
2022-03-17,DELTATECH,FinTech,461.36,472.81,461.21,469.35,2897964
2022-03-18,DELTATECH,FinTech,452.28,458.91,450.19,456.97,3505914
2022-03-19,DELTATECH,FinTech,451.19,468.34,452.37,459.3,1876885
2022-03-20,DELTATECH,FinTech,451.72,464.8,455.47,455.96,1762037
2022-03-21,DELTATECH,FinTech,447.55,462.33,442.78,455.54,2171914
2022-03-22,DELTATECH,FinTech,455.3,460.26,454.78,458.05,4816870
2022-03-23,DELTATECH,FinTech,450.57,459.25,453.95,454.84,1398537
2022-03-24,DELTATECH,FinTech,445.34,456.26,446.83,450.37,2635150
2022-03-25,DELTATECH,FinTech,449.71,453.26,449.46,450.73,503093
2022-03-26,DELTATECH,FinTech,441.92,447.3,440.0,443.52,2047248
2022-03-27,DELTATECH,FinTech,428.51,440.61,429.77,436.43,2367478
2022-03-28,DELTATECH,FinTech,440.23,441.95,439.51,441.01,782146
2022-03-29,DELTATECH,FinTech,427.92,439.45,421.38,433.54,4027367
2022-03-30,DELTATECH,FinTech,432.57,445.02,436.7,438.0,312422
2022-03-31,DELTATECH,FinTech,433.54,445.27,432.04,441.17,3884260
2022-04-01,DELTATECH,FinTech,429.36,434.15,421.76,429.88,2401176
2022-04-02,DELTATECH,FinTech,417.4,431.89,422.43,425.64,4743192
